sentiment_label,sentence,source
neutral,"On 20 March 2006 , Stora Enso refused to comment the news in any way .",financialphrasebank
positive,Aviva promises higher dividends to boost flagging share price,headline
negative,No pay hikes this year at Rio Tinto as mining slump bites,headline
positive,Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .,financialphrasebank
neutral,The company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .,financialphrasebank
neutral,"HKScan , headquartered in Turku , Finland , is a leading northern European food group with 10,000 employees in nine countries .",financialphrasebank
positive,"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",headline
neutral,"In 2007 , the Group 's net sales stood at EUR 22 million and it had about 150 employees at the end of June , 2008 .",financialphrasebank
positive,"Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday .",financialphrasebank
positive,"After the takeover , Cramo will become the second largest rental services provider in the Latvian market .",financialphrasebank
neutral,Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .,financialphrasebank
positive,Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,financialphrasebank
neutral,"The total investment in the company will be EUR58m , of which Wartsila 's share will be EUR29m .",financialphrasebank
positive,"The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 .",financialphrasebank
positive,"Finnish electronics manufacturing services company Elcoteq signing a cooperation agreement with a Japanese mobile phone manufacturer , bypasses Elcoteq Tallinn , says Jan Kotka , CEO of Elcoteq Tallinn .",financialphrasebank
positive,"Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .",financialphrasebank
positive,The company said it estimates to make a slight profit thanks to cost-cutting measures .,financialphrasebank
negative,Barclays share price subdued as bank faces fresh forex probe,headline
neutral,"JVC will stop producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil .",financialphrasebank
neutral,LPC-Glencore launches refinancing of US$8.45bn loan,headline
neutral,"Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power ( CHP ) plant and a biofuels-based production unit at Vartan CHP plant .",financialphrasebank
positive,Shareholders of Rakvere Lihakombinaat decided in favor of the buyout of minority shares in mid-July .,financialphrasebank
negative,Is Trouble Brewing At Legal & General Group Plc And Aviva plc?,headline
neutral,Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,financialphrasebank
neutral,"Editor 's note : Grimaldi generated a 1.7 bln euro ( $ 2.182 bln ) turnover in 2005 , ANSA reported on May 29 , 2006 .",financialphrasebank
neutral,A broad range of connectivity options including 3G - HSPA and Wi-Fi gives consumers high speed access to the Internet .,financialphrasebank
positive,"Vaahto , which has entered the deal via its subsidiary Vaahto Pulp & Paper Machinery , will supply two of the units in the end of 2010 , while the remaining ones are expected for delivery in the beginning of 2011 .",financialphrasebank
positive,"DBS, Julius Baer emerge as potential bidders for Barclays Asia wealth unit ...",headline
positive,"Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines , harvester heads , and information systems in South Africa .",financialphrasebank
neutral,Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board .,financialphrasebank
positive,UPDATE 2-EasyJet sees better first half on lower fuel bill,headline
neutral,The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares .,financialphrasebank
negative,"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",financialphrasebank
neutral,Deliveries by Outotec will take place over 30 months .,financialphrasebank
neutral,"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",financialphrasebank
neutral,"The handset also features a Media Bar for quick access to favorite media and applications , including music , photos , YouTube or Ovi Share .",financialphrasebank
neutral,"EU regulators clear $100 billion-plus AB InBev, SABMiller deal",headline
positive,EU regulator backs approval for GSK injectable asthma drug,headline
neutral,"In April-June 2008 , Scanfil 's net sales totalled EUR 58.7 mn and operating profit EUR 6.6 mn .",financialphrasebank
positive,Rio Tinto announces long-delayed expansion of Mongolia mine,headline
negative,"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",financialphrasebank
neutral,Metsa-Botnia will sell 82.1 % of its stake in the Uruguayan companies and Metsaliitto -- 5.5 % .,financialphrasebank
neutral,"industry in Asia +� Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",financialphrasebank
positive,Berkshire seeks to boost its Wells Fargo stake above 10 percent,headline
negative,"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",financialphrasebank
neutral,"In addition , the contract includes modification of the effluent treatment plant at Follum .",financialphrasebank
neutral,"The contract value amounts to about EUR11m , the company added .",financialphrasebank
positive,"The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals .",financialphrasebank
negative,The measures result from weak demand in the shipbuilding industry .,financialphrasebank
neutral,Mobile communication and wireless broadband provider Nokia Inc NYSE : NOK today set new financial targets and forecasts for Nokia and the mobile device industry and also for Nokia Siemens Networks and the mobile and fixed infrastructure and related services market .,financialphrasebank
negative,Tesco to pay $12 million to settle US lawsuit,headline
neutral,The order for plywood mill machinery and equipment announced by Finnish Raute in September 2006 will be delivered to Thebault Plyland in France .,financialphrasebank
neutral,The impact of Cableway to Teleste 's net sales in 2009 is estimated to be EUR 4 million .,financialphrasebank
positive,Shell offers 50 percent premium to buy BG for $70 billion,headline
neutral,"The construction of a large woodworking facility in the Sheksna district of the Vologda Region , in northwest Russia , will begin in 2009 , and the plant will start production in 2011 .",financialphrasebank
negative,"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",financialphrasebank
negative,Britain's FTSE slips from 2016 high as Sky falls,headline
positive,"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",financialphrasebank
neutral,Cymed 's net sales are expected to amount to EUR 3.5 mn in 2006 .,financialphrasebank
neutral,The total value of the deal is USD 29mn .,financialphrasebank
positive,"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",financialphrasebank
neutral,"Finnish real estate investor Sponda Plc said on Wednesday 12 March that it has signed agreements with Danske Bank A-S , Helsinki Branch for a 7-year EUR150m credit facility and with Ilmarinen Mutual Pension Insurance Company for a 7-year EUR50m credit facility .",financialphrasebank
positive,"Berkshire Bought Apple Stake at $99.49 a Share, Filing Shows",headline
neutral,Shropshire and Mid Wales trains to be hit again in new strike by Arriva drivers,headline
neutral,The new organization consists of two business units : Charging & Messaging and Finance & Administration .,financialphrasebank
neutral,The combined value of the planned investments is about EUR 30mn .,financialphrasebank
positive,"According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland .",financialphrasebank
positive,"Production capacity will rise gradually from 170,000 tonnes to 215,000 tonnes .",financialphrasebank
positive,"The new office , located in Shenzhen , will strengthen Vaisala 's already 10-year old presence in China .",financialphrasebank
neutral,Payment of shares shall be effected on subscription .,financialphrasebank
positive,One attractive factor about the tablets for media companies is that they provide a new way of making money .,financialphrasebank
neutral,TN means that the handset supports TeliaSonera 's Telia Navigator global positioning system service .,financialphrasebank
neutral,Other shareholder entitlements became effective today .,financialphrasebank
positive,"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .",financialphrasebank
positive,Smith & Nephew 2015 trading profit beats expectations,headline
neutral,The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,financialphrasebank
negative,The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,financialphrasebank
neutral,STUK today is a full service house expert in radiation and nuclear safety issues .,financialphrasebank
neutral,"The market value of one crane is some USD6m , reported the Finnish news agency STT .",financialphrasebank
neutral,The company does not at present hold any of its own shares .,financialphrasebank
neutral,This wood lacquered clock comes with a stripy hand-crocheted cover .,financialphrasebank
negative,"Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts .",financialphrasebank
negative,Repeats sees 2008 operating profit down y-y ( Reporting by Helsinki Newsroom ) Keywords : TECNOMEN-RESULTS,financialphrasebank
neutral,"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",financialphrasebank
positive,"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",financialphrasebank
neutral,"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",financialphrasebank
neutral,"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .",financialphrasebank
negative,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",financialphrasebank
neutral,"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .",financialphrasebank
neutral,RPT-UPDATE 2-Tesco turnaround gathers pace under new CEO,headline
negative,Analysis - Copper market may get a 2003-style supply shock from Glencore closures,headline
positive,Warren Buffett's Berkshire Hathaway buys stake in Apple,headline
neutral,"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry .",financialphrasebank
positive,UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,headline
neutral,CompaniesDixons Carphone to close 134 UK stores as sales jump,headline
neutral,"Kaukopartio Oy has acquired specialized knowledge in Far Eastern operations , and industrial sourcing services are their core competence .",financialphrasebank
positive,"Centrica extends gas deals with Gazprom, Statoil",headline
neutral,"The company has decided to stop the operations of Ruukki Construction Division in Latvia and Lithuania , and concentrate the production and logistics in Parnu , Estonia in 2009 .",financialphrasebank
negative,"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",financialphrasebank
neutral,"The manager is critical of politicians ' failure to differentiate between beleaguered European financial institutions and Skandinavian banks , `` which sailed through the crisis without issues '' .",financialphrasebank
neutral,Oil giant BP reports loss of $4.4 billion in 4th quarter of 2014,headline
negative,LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,financialphrasebank
neutral,"Following the acquisitions , Panostaja will establish a new business unit which will focus on heat treatment of metals .",financialphrasebank
neutral,"The familiar blue , white , and red HK seal has received a more authentic look .",financialphrasebank
neutral,"The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today .",financialphrasebank
negative,"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",financialphrasebank
neutral,"Outotec , headquartered in Espoo , Finland , is a leading provider of process solutions , technologies and services for the mining and metallurgical industries .",financialphrasebank
positive,This resulted in improved sales figures in Sweden .,financialphrasebank
neutral,"When the product is manufactured in Finland , it is also packed in the country .",financialphrasebank
neutral,No financial or pricing details were disclosed .,financialphrasebank
neutral,The authorization is in force for a period of 18 months from the resolution by the General Meeting .,financialphrasebank
neutral,The acquisition is expected to take place by the end of August 2007 .,financialphrasebank
positive,The acquisition of Boomeranger Boats Oy is in line with the Done Solutions strategy of developing its business through company acquisitions .,financialphrasebank
positive,Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 .,financialphrasebank
negative,The acquisition of +_landsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,financialphrasebank
positive,CEO Erkki J+�rvinen is happy with the company 's performance in 2010 .,financialphrasebank
neutral,"An estimated 30 pct of mobile calls are made from the home , and France Telecom hopes that 15 pct of its Orange clients will sign up for the service by the end of 2008 .",financialphrasebank
neutral,Sainsbury CFO Rogers to Replace Home Retail CEO Walden,headline
neutral,The share subscription period will expire on 30 September 2007 .,financialphrasebank
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",financialphrasebank
neutral,"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news",financialphrasebank
neutral,"With the government exempting certain stainless steel products from anti-dumping duties , Finland-based Outokumpu today said it will look to enter into supply pacts with the Indian Railways soon .",financialphrasebank
neutral,"Our in-depth expertise extends to the fields of energy , industry , urban & mobility and water & environment .",financialphrasebank
neutral,CompaniesOil slump forces Weir Group into more job cuts,headline
neutral,Performance is based on values and sustainability .,financialphrasebank
positive,Peroni and Grolsch put up for sale as AB InBev plans acquisition of SABMiller,headline
neutral,GSK and Novartis complete deals to reshape both drugmakers,headline
neutral,Hargreaves Lansdown posts record inflows in 4 mths to end-April,headline
neutral,The number of magazine and newspaper readers remained unchanged .,financialphrasebank
neutral,The other deal is for process cranes to the Russian steel mill PNTZ in Pervorouralsky through an order placed by Turkish construction company Gama Endustri Tesisleri Imalat ve Montaj AS .,financialphrasebank
positive,"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",financialphrasebank
neutral,"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .",financialphrasebank
neutral,Shell's job losses now equal Facebook's entire payroll,headline
negative,"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",financialphrasebank
positive,DMASIA-16 August 2006-Benefon extends manufacturing capability with ASMobile -_ 2006 Digitalmediaasia.com & DMA Ltd. .,financialphrasebank
neutral,Panostaja did not disclose the purchase price .,financialphrasebank
neutral,"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London .",financialphrasebank
positive,BHP Billiton to lower copper production costs,headline
positive,"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",financialphrasebank
negative,Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,financialphrasebank
neutral,"When the negotiations were started , Neste Oil anticipated that 450 people would be affected .",financialphrasebank
neutral,"It includes the company 's new , highly powerful , compact and scalable Flexi Multiradio 10 Base Station .",financialphrasebank
neutral,"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote .",financialphrasebank
negative,Kingfisher takeover of Mr Bricolage could hit a brick wall,headline
positive,CompaniesMetro Bank raises Â£400m ahead of London listing,headline
neutral,"A worm set to activate Friday will corrupt documents using the most common file types , including '' .",financialphrasebank
neutral,The project also implies an underground parking lot for 56 vehicles .,financialphrasebank
positive,Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,headline
positive,"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",financialphrasebank
neutral,"The new Kroksberg railway tunnel will be built on a new section of track between Harnosand and Veda , forming part of the line that follows the coast of the Gulf of Bothnia .",financialphrasebank
positive,Net sales in 2007 are expected to be 10 % up on 2006 .,financialphrasebank
positive,UPDATE 3-Buffett's Berkshire raises oil bet with Kinder Morgan stake,headline
positive,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,headline
neutral,Nordea was the cheapest also for a couple in their 30s with debt .,financialphrasebank
positive,Kalmar has been awarded a new 5-year contract to supply its Rough Terrain Container Handler RTCH .,financialphrasebank
neutral,Builder Persimmon hails 6% rise in house sales,headline
positive,A profit is still on target .,financialphrasebank
positive,The agreement expands Tekla Structures ' scope of use to bridge design .,financialphrasebank
neutral,Should You Buy Royal Dutch Shell Plc After Its Q4 'Update'?,headline
negative,"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",financialphrasebank
negative,Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,headline
neutral,The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .,financialphrasebank
neutral,"` Sanoma is a buyer not a target , ' he said .",financialphrasebank
neutral,Alma Media 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent .,financialphrasebank
neutral,The value of the order is about EUR 30mn .,financialphrasebank
positive,"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",financialphrasebank
positive,Finnish mobile operator DNA will function as a subcontractor to Maingate and will be responsible for telecommunications connections .,financialphrasebank
positive,"FastJet slams EasyJet founder Stelios for going public, is ""taking legal advice"" over letter about contractual ...",headline
positive,`` NTC has a geographical presence that complements Ramirent 's existing network and brings us closer to our customers in the East Bohemia region in the CzechRepublic . '',financialphrasebank
positive,The stock of new machines is reasonably small and new orders bring work .,financialphrasebank
neutral,The compnay also said that it would lower the price of development projects by about one third compared with last November .,financialphrasebank
positive,Satama earned Data Management Solutions competency with Business Intelligence specialization recentlyvia the acquisition of Fimentor Oy .,financialphrasebank
positive,"Ackman, in email, says supports Valeant CEO Pearson",headline
negative,Reported operating margin was a negative 5.9 % .,financialphrasebank
positive,"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .",financialphrasebank
positive,BAE Systems lines up oil exec Woodburn as next CEO -source,headline
positive,"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",financialphrasebank
neutral,Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .,financialphrasebank
neutral,"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .",financialphrasebank
positive,The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,financialphrasebank
neutral,Two of these contracts are for turntable anode vibrocompactors that will be delivered to Gansu Hualu Aluminum Co Ltd and another unnamed costumer .,financialphrasebank
positive,Persimmon share price climbs on 23% rise in full-year revenue,headline
positive,"DBS, Julius Baer emerge as potential bidders for Barclays Asia wealth unit ...",headline
positive,Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,financialphrasebank
neutral,AB InBev ups offer for SABMiller as deadline looms,headline
positive,The companies expect the first orders already in 2011 .,financialphrasebank
neutral,"Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .",financialphrasebank
negative,"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",financialphrasebank
positive,Spain's Caixabank launches new takeover bid for Banco BPI,headline
positive,Companies Thetrainline.com announces arrival of London IPO,headline
positive,ITV share price: Group mulls takeover of Canada's Entertainment One,headline
neutral,Earnings per share EPS in 2005 amounted to a loss of EUR1 .26 .,financialphrasebank
neutral,`` I 'm not sure what 's happening .,financialphrasebank
negative,Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso .,financialphrasebank
neutral,"Mr Clausen , however , refused to comment the option that Nordea would consider buying into Citadele Bank .",financialphrasebank
negative,"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",financialphrasebank
positive,JC Penney Cuts Pension Plan Obligation,headline
positive,Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),headline
negative,"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",headline
neutral,"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",headline
positive,AstraZeneca weighing up Acerta bid to secure blood cancer drug,headline
neutral,"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece .",financialphrasebank
negative,"Barclays brands financier Amanda Staveley's $1bn claim as ""misconceived""",headline
neutral,"Profits drop six per cent at Lloyds Banking Group, beating analysts' expectations",headline
positive,Warren Buffett's Berkshire Hathaway buys stake in Apple,headline
positive,"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 .",financialphrasebank
positive,Glencore shares enjoy bounce-back after Hong Kong-led surge,headline
negative,AB InBev to sell more SAB assets as seeks EU deal approval,headline
neutral,"With this subscription , Fortum 's ownership in TGK-10 has increased to slightly over 76 % of shares and voting rights .",financialphrasebank
neutral,Glencore posts 5.7 pct fall in Q4 copper output,headline
positive,Tesco sales rise shows tentative recovery continues,headline
negative,Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .,financialphrasebank
neutral,"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn .",financialphrasebank
positive,Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,financialphrasebank
neutral,"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .",financialphrasebank
positive,"According to Finnish Aktia Bank 's Managing Director Jussi Laitinen , the bank 's aim is to triple the number of its customers in Finland in the next five years .",financialphrasebank
neutral,Yvonne Jones is owner of Chameleon Interiors .,financialphrasebank
positive,Shire proposes $30 bln all-share tie-up with Baxalta,headline
negative,"Cash flow after investments amounted to EUR45m , down from EUR46m .",financialphrasebank
neutral,Finnish home decoration and arts and crafts retailer Tiimari Plc ( OMX Helsinki : TII1V ) reported on Monday ( 18 August ) an operating loss of EUR3 .3 m on net sales of EUR33 .9 m for the period January-June 2008 .,financialphrasebank
positive,"Kemira Coatings is the leading supplier of paints in Northern and Eastern Europe , providing consumers and professionals with branded products in approx .",financialphrasebank
positive,Shell to Go Ahead With Petrochemical Plant in Pennsylvania,headline
negative,"Due to market conditions , the company will also temporarily lay off about 3,200 people at different sites .",financialphrasebank
neutral,"Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 , the company said .",financialphrasebank
positive,"Demand seems to have hit bottom now , and some signs of improvement can be seen .",financialphrasebank
neutral,The organization that is a member of the Russian auto sector union MPRA has become active since Tikkurila acquired Russian paint company Kraski Teks in 2006 .,financialphrasebank
neutral,"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction .",financialphrasebank
neutral,"Westpac Banking Corp - Is to issue a benchmark , 3 year FRN deal in Euros .",financialphrasebank
positive,credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks .,financialphrasebank
positive,"We are very pleased with the fine co-operation between the two countries in recent times , he said .",financialphrasebank
neutral,The company has an annual turnover of EUR32 .8 m.,financialphrasebank
neutral,"The study is expected to provide proof of pharmacodynamic activity in humans , corroborate the safety profile and establish dose ranges for further therapeutic studies .",financialphrasebank
neutral,"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October .",financialphrasebank
neutral,"As a result , the number of personnel in Finland will be reduced by 158 .",financialphrasebank
positive,RBI surprises Street; Sensex pares gains after hitting mount 30k,headline
positive,"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",headline
neutral,We are now taking Marimekko there on a distinctly more significant scale .,financialphrasebank
positive,"Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade .",financialphrasebank
neutral,Nordea 's chairman of the board Hans Dalborg has informed the nomination committee that he will not be up for re-election at the Annual General Meeting in 2011 .,financialphrasebank
positive,RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights,headline
positive,The bank forecasts Finland 's GDP will grow by 2 % in 2010 and in 2011 .,financialphrasebank
neutral,"The orange-handled scissors from Fiskars are part of the permanent design collection of the Museum of Modern Art in New York , as well as the Philadelphia Museum of Art .",financialphrasebank
neutral,Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .,financialphrasebank
negative,"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",financialphrasebank
neutral,Around 50 percent of the world 's ro-ro fleet is over 25 years old and needs to be scrapped for environmental reasons .,financialphrasebank
neutral,"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",financialphrasebank
positive,Cash flow from operating activities is estimated to be positive .,financialphrasebank
neutral,"The new system , which will include 60 MC3090 PDAs from Motorola , to be used by 60 Poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing Warehouse Management System , Aldata G.O.L.D Stock , which went live in May 2008 .",financialphrasebank
positive,The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,financialphrasebank
neutral,"The markets are almost completely controlled by three banks : Nordea , OP Bank Group , and Sampo .",financialphrasebank
neutral,Glaxo gets OK to expand marketing of inhaler drug,headline
neutral,"So , at the present time Nokian tires had the contract of tires production in China .",financialphrasebank
neutral,BBCN Bancorp to buy Wilshire Bancorp in $1 bln deal,headline
neutral,Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .,financialphrasebank
positive,Return on capital employed rose by 4.8 percentage points to 19.6 % .,financialphrasebank
neutral,The price will be specified at the completion date .,financialphrasebank
positive,"ADP News - Nov 18 , 2008 - Finnish AC drives manufacturer Vacon Oyj OMX : VAC1V said today that it had set up new representative offices in Romania and Ukraine to serve the growing markets in eastern and southeastern Europe .",financialphrasebank
positive,"According to CEO Kai Telanne , the company 's newspapers achieved the best financial result ever .",financialphrasebank
neutral,The winner does not have to be present to win .,financialphrasebank
neutral,"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",financialphrasebank
negative,British government stake in Lloyds Banking Group fa,headline
neutral,"Samarco, Brazil government come closer on $4.8 billion dam-disaster accord",headline
neutral,"The Point Village , designed by Scott Tallon Walker , will include a shopping center , office premises , a hotel and a cinema .",financialphrasebank
negative,"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .",financialphrasebank
neutral,"In 2007 , Alma Media 's operating profit was about EUR 53mn .",financialphrasebank
neutral,Active shipping is essential for Finland .,financialphrasebank
positive,"When the situation normalises , the company will be able to increase the amount of residential units for sale in St Petersburg and Moscow , in particular .",financialphrasebank
neutral,Industry NewsOld Mutual appoints former SA finance minister as non-exec director,headline
neutral,The restructuring measures will not affect the production of packaging printing material .,financialphrasebank
positive,Finnish Bank of +_land 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,financialphrasebank
neutral,Nokia is requesting that the companies stop making and selling the mobile phones and pay monetary damages and costs .,financialphrasebank
neutral,Teleste expects to start the deliveries at the end of 2009 .,financialphrasebank
neutral,Financial terms were not disclosed .,financialphrasebank
