sentiment_label,sentence,source
neutral,Lloyds planning to cut 640 jobs to cut costs - sources,headline
neutral,"The company is now withdrawing the second part , EUR 7.2 mn , of the investment commitment .",financialphrasebank
neutral,"UPM is the biggest producer of magazine paper in Europe , with a market share of over 30 pct , and it is likely to say that prices in the segment were at best flat during the quarter , analysts said .",financialphrasebank
positive,The Group 's cash flow from operations will be positive .,financialphrasebank
neutral,BG Crane has a strong customer base in the on-road load handling and related installation and service businesses .,financialphrasebank
neutral,"Amer , which bought Salomon from adidas in October , said the job cuts are aimed at boosting competitiveness .",financialphrasebank
negative,Sales of mid-strength beer decreased by 40 % .,financialphrasebank
neutral,"In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape .",financialphrasebank
positive,Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,financialphrasebank
positive,Retailers Kingfisher and Sports Direct rise in Britain's share index,headline
neutral,Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 .,financialphrasebank
positive,Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,financialphrasebank
neutral,"`` This agreement is a direct result of LCC 's strategy and plan that was announced earlier this year , '' said Dean Douglas , LCC 's chief executive officer .",financialphrasebank
positive,"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .",financialphrasebank
neutral,Joint procurement will be later extended to the factories in the Baltic countries .,financialphrasebank
negative,Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,financialphrasebank
negative,"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",headline
positive,Tesco chief excutive Dave Lewis sees 'encouraging signs' despite profits tumble,headline
negative,Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,financialphrasebank
positive,"Nokia will continue to invest in future development of Qt for the benefit of all users , both Commercial and LGPL .",financialphrasebank
negative,AB InBev to Sell SABMiller Stake in China's Snow Beer,headline
negative,"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year .",financialphrasebank
positive,Standard Life stands tall amid pension reform,headline
neutral,The value of the deal is estimated at between SEK25m and SEK50m .,financialphrasebank
negative,Tesco criticised for 'disgraceful' advert showing domestic worker being slapped,headline
positive,"STX Finland Oy signed a a preliminary agreement for the building of an environmentally friendly , new generation cruise ferry for Viking Line to manage on between Turku , Finland , and Stockholm , Sweden withViking Line ABP .",financialphrasebank
neutral,"We offer our clients integrated management consulting , total solutions for complex projects and efficient , best-in-class design and supervision .",financialphrasebank
neutral,The figure does not include food exports from Finland .,financialphrasebank
neutral,Olli-Pekka Kallasvuo was elected as vice chairman of the Board .,financialphrasebank
negative,The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .,financialphrasebank
positive,"`` Our customers now have the chance to make bookings for all the services they want at one location , '' said Mikko Tuomainen , in-charge of Finnair 's Internet ( sales ) .",financialphrasebank
positive,The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .,financialphrasebank
positive,ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,headline
positive,Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .,financialphrasebank
neutral,The fair value of investment properties was EUR 2 251.0 ( 1 281.4 ) million .,financialphrasebank
neutral,In Sweden the agreement covers data communication services as well .,financialphrasebank
neutral,"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .",financialphrasebank
neutral,Status : Agreed,financialphrasebank
neutral,A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,financialphrasebank
negative,Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .,financialphrasebank
neutral,Coffee will be served starting at 14:30 EET as well as after the event .,financialphrasebank
positive,At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .,financialphrasebank
negative,Can Christmas Save Sainsbury's plc And Tesco plc?,headline
neutral,"Sharm el-Sheikh travel disruption: British Airways, EasyJet, Thomson and ...",headline
neutral,"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added .",financialphrasebank
neutral,We are now taking Marimekko there on a distinctly more significant scale .,financialphrasebank
neutral,The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 .,financialphrasebank
positive,"In accordance with our strategy , we strengthened our local presence by establishing a representative office in South Africa in October .",financialphrasebank
negative,"European shares plunge, roiled by BHP and oil; hopes turn to ECB",headline
neutral,"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania .",financialphrasebank
positive,Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,financialphrasebank
neutral,"Through its partnership with Finnish Paulig 's Danish subsidiary Oscar , Puljonki acquired a sales organization in the European market .",financialphrasebank
positive,"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",financialphrasebank
positive,ITV to pursue takeover of Canada's Entertainment One: Bloomberg,headline
neutral,Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter .,financialphrasebank
neutral,"A total EUR73 .7 m will be provided as secured senior three-year debt from the syndicate , involving Pohjola Bank HEL : POH1S , the Finnish arm of Nordea Bank AB STO : NDA , and Sampo Bank HEL : SAMAS .",financialphrasebank
neutral,"The total investment in the company will be EUR58m , of which Wartsila 's share will be EUR29m .",financialphrasebank
neutral,It will provide heating in the form of hot water for the sawmill 's needs .,financialphrasebank
negative,Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,financialphrasebank
neutral,"It is the first oil company to join RSPO and commits fully to sustainable sourcing of feedstocks for the production of its NExBTL biodiesel , it said .",financialphrasebank
positive,Glencore sells agri unit stake for $2.5 billion to Canadian pension fund,headline
positive,The Group aims to increase its net sales and comparable operating profit in 2006 .,financialphrasebank
neutral,"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",financialphrasebank
neutral,"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",financialphrasebank
neutral,"Even so , Tulikivi emissions are well below some of the strictest state standards including Washington and Colorado .",financialphrasebank
neutral,The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin .,financialphrasebank
positive,Warren Buffett's Berkshire Hathaway buys stake in Apple,headline
positive,"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .",financialphrasebank
positive,He believes that the soy-oats have a good chance of entering the UK market .,financialphrasebank
neutral,"`` We will now , after the relevant authority approvals , make a mandatory bid as required by the Finnish Securities Markets Act .",financialphrasebank
positive,"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",financialphrasebank
neutral,Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch .,financialphrasebank
positive,Both the net sales and operating profit were record high in the company 's history .,financialphrasebank
neutral,Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .,financialphrasebank
neutral,G4S slides on balance sheet worries,headline
neutral,"Finnish newspaper publisher Sanoma , of media group SanomaWSOY , is merging its free sheets Uutislehti 100 and Metro as of mid-September 2008 to form a new free sheet to be named Metro .",financialphrasebank
negative,The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,financialphrasebank
neutral,The company expects sales revenue of RMB8 .0 billion in 2009 .,financialphrasebank
neutral,"The second company acquired is Sweden 's Reftele Maskinservice AB , whose business is mainly field services and spare parts manufacturing , with 10 employees and 1.2 mln eur sales a year .",financialphrasebank
neutral,"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 .",financialphrasebank
neutral,Danske Bank is Denmark 's largest bank with 3.5 million customers .,financialphrasebank
neutral,He is resting comfortably and is looking forward to getting back to work . '',financialphrasebank
negative,A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,financialphrasebank
neutral,"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",financialphrasebank
neutral,Tesco's Dunnhumby: Is Sir Martin Sorrell's WPP about to take a stake in the ...,headline
negative,"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",financialphrasebank
neutral,"Supported Nokia phones include : N96 , N95-8GB , N95 , N93-N931 , N92 , N85 , N82 , N81 , N80 , N79 , N78 , N77 , N76 , N75 , N73 , N72 , N71 , E90 , E71 , E70 , E66 , E65 , E62 , E61-E61i , E60 , E51 , E50 , Touch Xpress 5800 , 6220 Classic , 6210 Navigator , 6120 Classic , 6110 Navigator , 5700 , 5500 , 5320XM .",financialphrasebank
positive,ConAgra Names Former Hillshire Farms CEO Connolly to Top Post,headline
negative,"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",financialphrasebank
positive,"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .",financialphrasebank
neutral,"Digia will also set up two subsidiaries , Digia Norway AS and Digia USA Inc. .",financialphrasebank
negative,"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",financialphrasebank
positive,Diluted loss per share stood at EUR 0.15 versus EUR 0.26 .,financialphrasebank
negative,"UPDATE 2-AB InBev launches SAB bid, to sell MillerCoors stake",headline
neutral,HSBC share price in focus as executives receive call to appear before MPs,headline
negative,"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .",financialphrasebank
neutral,"The mill will have capacity to produce 500,000 tonnes of pulp per year .",financialphrasebank
positive,The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations .,financialphrasebank
neutral,"Demonstrations of the broad capabilities of the Mobility Business Suite will be organized during the 3GSM World Congress in Barcelona , from February 12th to 15th .",financialphrasebank
neutral,Berkshire Hathaway names Kara Raiguel to lead General Re unit,headline
neutral,Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries .,financialphrasebank
negative,"Metso Foundries Jyvaskyla , Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla , Finland .",financialphrasebank
neutral,"The segment has an annual revenue of approximately EUR400m , the company said .",financialphrasebank
neutral,The Company turnover amounted to MEUR 27.9 in 2007 .,financialphrasebank
positive,WPP boosts sales despite cautious clients,headline
positive,"Valeant, AstraZeneca strike psoriasis drug deal",headline
positive,The company is well positioned in Brazil and Uruguay .,financialphrasebank
neutral,Petrofac share price rises despite Â£30m costs on North Sea project,headline
neutral,Pearson in Talks to Sell Its Stake in the Economist Group,headline
positive,"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",financialphrasebank
positive,FTSE ends higher; 3i Group leads after strong earnings,headline
neutral,The order also includes extensive maintenance work of a shoe press delivered by Vaahto in 2001 .,financialphrasebank
neutral,We offer our customers solutions based on renewable raw materials .,financialphrasebank
neutral,He confirmed his view on July 6 .,financialphrasebank
positive,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",headline
neutral,The company reiterates its outlook for 2009 .,financialphrasebank
neutral,The subsidiary is setting up a facility for manufacturing high-density interconnection printed circuit boards or PCBs at Nokia 's special economic zone at Sriperumbudur near Chennai .,financialphrasebank
neutral,The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .,financialphrasebank
neutral,"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .",financialphrasebank
neutral,"The objective is that trading in the shares will commence on May 2 , 2007 .",financialphrasebank
positive,Morrisons and Debenhams surprise City with Christmas bounce back,headline
neutral,Solidium picked up Tikkurila shares as a dividend at a book value of EUR15 .80 per share .,financialphrasebank
neutral,"As a result , the number of personnel in Finland will be reduced by 158 .",financialphrasebank
neutral,"LIGHTS OUT Before curfew , curl up with the latest bestseller and treat your eyes to the perfect reading light from Luceplan .",financialphrasebank
positive,Persimmon sees post-election pick-up,headline
neutral,The estimated value of the deal is USD 9.2 million .,financialphrasebank
positive,The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,financialphrasebank
neutral,CompaniesShine comes off Kingfisher despite expansion plans,headline
neutral,US subpoenas Volkswagen under bank fraud law in emissions probe: source,headline
neutral,The value of this kind of order amounts usually between Euro 2 and 3 million .,financialphrasebank
positive,BBCN Bancorp to buy Wilshire Bancorp in $1 bln deal,headline
neutral,EU regulators clear Shell's takeover of BG Group,headline
positive,Norway's sovereign wealth fund says backed Shell CEO's pay,headline
neutral,Royal Bank of Scotland becomes Facebook customer,headline
neutral,"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported .",financialphrasebank
neutral,"It grew in Finland , Norway , Denmark and the Baltic countries .",financialphrasebank
neutral,"Finland-based companies , L+�nnen Tehtaat and Raisio , have decided to dissolve the joint venture company ZAO Scandic Feed , which was established to start local animal feed business and feed production in northwest Russia .",financialphrasebank
neutral,National Grid mulls sale of UK gas distribution business,headline
neutral,"While I cant understand what theyre saying , its impressive to watch him hit that ball at those speeds .",financialphrasebank
neutral,The shops are located in the capital region and the Paijat-Hame region .,financialphrasebank
positive,The bank sees a potential for Getinge share to rise .,financialphrasebank
neutral,A huge issue for us is the button placement .,financialphrasebank
positive,Sponda Plc Stock Exchange Release 5 December 2006 at 15.45 EUR 1.5 BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has signed an agreement for a one-year syndicated credit facility for a total of EUR 1.5 billion .,financialphrasebank
positive,With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .,financialphrasebank
neutral,Part of the reductions will be made through retirement arrangements .,financialphrasebank
neutral,- Provides summary of the medical equipment pipeline products that the company is developing .,financialphrasebank
neutral,"The 19,200-square metre technology center is located near University of Tampere in central Tampere .",financialphrasebank
neutral,"Motorola , the world 's second-largest maker of cell phones , unveiled the new phone Tuesday in a bid to resurrect its ailing handset business .",financialphrasebank
neutral,Tekla Group 's net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros .,financialphrasebank
neutral,The combined value of the planned investments is about EUR 30mn .,financialphrasebank
neutral,EUR 152.4 mn of this was net interest income .,financialphrasebank
neutral,It is also in the process of taking a seat on CapMan 's board - a course which has the support of CapMan management .,financialphrasebank
positive,"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 .",financialphrasebank
positive,"Russian export duties will activate harvesting in Finland , and sales in Russia will increase also .",financialphrasebank
positive,Brewer AB InBev seeks $275 bln tie-up with SABMiller,headline
negative,UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber,headline
positive,"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .",financialphrasebank
neutral,It has been agreed with the company 's Board of Directors that she will be available in an advisory role .,financialphrasebank
neutral,"According to Heikkil+� , more than just `` refreshment and energy '' will soon be found in soft drinks also in Finland .",financialphrasebank
positive,TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,headline
neutral,Royal Mail Revenue Flat As Letters Weakness Offsets Parcels Strength,headline
neutral,Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .,financialphrasebank
neutral,15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,financialphrasebank
neutral,"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .",financialphrasebank
positive,Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,financialphrasebank
neutral,Why not give your bedroom a cool makeover for summer .,financialphrasebank
neutral,After 1 April 2007 Cencorp will not have any own employees in the territory .,financialphrasebank
neutral,Officials did not disclose the contract value .,financialphrasebank
neutral,"Elisa Corporation , headquartered in Helsinki , is a Finnish telecomms company offering private and corporate customers a comprehensive range of telecomms services .",financialphrasebank
neutral,"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",financialphrasebank
neutral,"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee .",financialphrasebank
neutral,"ALEXANDRIA , Va. , Oct. 6 -- United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland ) .",financialphrasebank
neutral,"Britain's FTSE outperforms Europe, Royal Mail and Tesco rise",headline
neutral,"Ahlstrom Corporation Anne Pirila Director , Financial communications Distribution : Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",financialphrasebank
positive,Efficiency programs totalling 100 million euros are under way in Finnair .,financialphrasebank
neutral,All depends on financing .,financialphrasebank
positive,"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million .",financialphrasebank
positive,Etteplan targets to employ at least 20 people in Borl+�nge .,financialphrasebank
positive,Friday Papers: Sir Philip Green sells BHS for Â£1,headline
positive,"Warren Buffett's Awesome Feat at Berkshire Hathaway, Revisited",headline
neutral,"METALS-Zinc surges 12 pct after Glencore cuts output, fuelling metals rally",headline
neutral,Tesco sells South Korean arm to private equity group for $6.1 billion,headline
negative,"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",financialphrasebank
negative,"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",financialphrasebank
neutral,"Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz , in Germany .",financialphrasebank
neutral,"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 .",financialphrasebank
neutral,"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .",financialphrasebank
neutral,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",financialphrasebank
positive,"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary , JSC Mikron , which is the largest manufacturer and exporter of microelectronic components in Russia .",financialphrasebank
neutral,Aldata noted that its Voice Supply Chain Technology approach enables VDW to integrate with warehouse management systems .,financialphrasebank
neutral,"Water Treatment Products In Australia Today , Global Research & Data Services is going to publish a market analysis about the market for chemical water treatment products in Australia .",financialphrasebank
neutral,AB InBev looks to win over SABMiller investors,headline
neutral,Altimo previously agreed a similar deal with Telenor to merge their stakes in VimpelCom and Kyivstar-GSM .,financialphrasebank
neutral,Barclays faces another heavy forex fine,headline
negative,Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,financialphrasebank
negative,"Currently , the company foresees its pre-tax profit to remain below the 2009 level when it reached EUR 700,000 USD 934,000 , compared with previous projections of a slightly better pre-tax profit .",financialphrasebank
neutral,"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .",financialphrasebank
negative,Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,financialphrasebank
positive,UPDATE 1-BG Group's record output limits oil price fallout,headline
positive,Sony Ericsson and Nokia dominated the list of best-selling handsets with five models each .,financialphrasebank
positive,"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",financialphrasebank
negative,Shropshire and Mid Wales trains to be hit again in new strike by Arriva drivers,headline
neutral,"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",financialphrasebank
neutral,"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said .",financialphrasebank
positive,FTSE boosted by Dixons Carphone with Fed in focus,headline
neutral,"The contract consists of a new building with an area of 18,000 sq m and renovation of the existing buildings .",financialphrasebank
positive,Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,financialphrasebank
neutral,"ALEXANDRIA , Va. , July 11 -- Hannu Kahonen of Juuka , Finland , has developed an ornamental design for a handle for fire pit door , the U.S. Patent & Trademark Office announced .",financialphrasebank
neutral,Profit of the accounting period was EUR 0.3 mn .,financialphrasebank
negative,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",headline
negative,"Barclays, Credit Suisse strike record deals with SEC, NY over dark pools",headline
negative,"GlaxoSmithKline heart drug flops in study, shingles vaccine on track",headline
neutral,"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries .",financialphrasebank
negative,UK government cuts stake in Lloyds to below 11 percent,headline
neutral,"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China .",financialphrasebank
neutral,Press release 3 September 2009 Ruukki continues to be listed in two Dow Jones Sustainability Indexes : DJSI World and DJSI STOXX .,financialphrasebank
neutral,"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .",financialphrasebank
positive,Bilfinger Industrial Services win Â£100m BP contract extension,headline
neutral,The order was valued at over EUR15m .,financialphrasebank
positive,Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,headline
positive,CompaniesTesco sheds Harris & Hoole coffee shops,headline
positive,BG Group Still Happy With Shell's $70 Billion Offer,headline
neutral,"The StoneGate product family was designed to provide the full benefits of a unified management system including shared logging , reporting and auditing .",financialphrasebank
negative,The total number of filling stations has been on the decrease recently .,financialphrasebank
neutral,The first stage of the contract covers 133 stores and 600 cash registers .,financialphrasebank
neutral,Amazon's grocery deal with Morrisons is only the beginning,headline
positive,"DBS, Julius Baer emerge as potential bidders for Barclays Asia wealth unit ...",headline
neutral,"The sellers include 40 shareholders , including Intellibis management , employees and other investors .",financialphrasebank
negative,"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",financialphrasebank
positive,"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again .",financialphrasebank
positive,"The move is aimed at boosting sales , cost-efficiency and market share in Finland .",financialphrasebank
positive,The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005 .,financialphrasebank
positive,"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .",financialphrasebank
neutral,"Under the contract , Ericsson will more than double the number of radio base stations in the Elisa network over the coming year .",financialphrasebank
positive,Altia 's operating profit jumped to EUR 47 million from EUR 6.6 million .,financialphrasebank
negative,"Due to market conditions , the company will also temporarily lay off about 3,200 people at different sites .",financialphrasebank
neutral,The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,financialphrasebank
negative,Cuadrilla chief Francis Egan: Scaremongering fracking opponents make me angry,headline
positive,"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden .",financialphrasebank
neutral,Slump in Weir leads FTSE down from record high,headline
positive,Sales rose to 300.9 mln eur compared with last year 's 276.1 mln eur and in line with 299 mln eur consensus figure .,financialphrasebank
neutral,"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .",financialphrasebank
neutral,28 January 2011 - Finnish technology center operator Technopolis Oyj (HEL : TPS1V)said today it will invest EUR22 .5 m in the construction of the second phase of an office facility in Tampere .,financialphrasebank
neutral,Supreme Court Upholds $236 Million Jury Award Against ExxonMobil,headline
negative,Credit checker Experian reports fall in full-year profit,headline
negative,Sharm el Sheikh: EasyJet axes all flights to Egypt's leading holiday resort,headline
positive,"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .",financialphrasebank
positive,Admiral and Schroders lift FTSE with profits surge,headline
neutral,"One of the opportunities would be to bring all Baltic meat processing to Rakvere , like processing was concentrated at the Vantaa meat-packing unit in Finland , the paper wrote .",financialphrasebank
neutral,`` Nokia is just interested in bring Nokia to the market . '',financialphrasebank
neutral,The event can also be viewed as a live audio webcast at www.ahlstrom.com .,financialphrasebank
positive,Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,financialphrasebank
neutral,ND = Not disclosed .,financialphrasebank
neutral,"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports .",financialphrasebank
positive,The company will also be compensated for acting as a reserve batch plant .,financialphrasebank
neutral,Nokian Tyres ' tyres are considered genuine winter tyres in Russia .,financialphrasebank
negative,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",financialphrasebank
positive,"BG AD , Bulgaria 's leading Internet company .",financialphrasebank
neutral,Volumes up and turnover down at Unilever,headline
positive,"Also , it is bringing in `` the right kind of people '' to upgrade its human resources .",financialphrasebank
neutral,The four-year contract between the bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps .,financialphrasebank
positive,The estimated synergy benefits are at least EUR7m annually .,financialphrasebank
neutral,The value of the order is EUR 2.5 mn .,financialphrasebank
positive,"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",financialphrasebank
neutral,"A In August 2007 , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , central Lithuania .",financialphrasebank
positive,The objective of the planned measures is to achieve significant savings in the next few years .,financialphrasebank
neutral,"The product advisory does not apply to any other Nokia-branded battery , the company said .",financialphrasebank
neutral,Finnlines said that the deal is part of its strategy to focus on its core businesses .,financialphrasebank
neutral,No blind-spots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video .,financialphrasebank
neutral,The company then said it will focus its resources on clinical research .,financialphrasebank
neutral,AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US,headline
neutral,"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 .",financialphrasebank
neutral,Merged LSE and Deutsche BÃ¶rse would be led by Germany's Kengeter,headline
negative,HSBC chief hit with tax-avoidance scandal,headline
neutral,The aim is to develop open-source application solutions .,financialphrasebank
neutral,Shell to Cut 6500 Jobs as Profit Drops,headline
neutral,Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .,financialphrasebank
neutral,at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 .,financialphrasebank
neutral,The exercise originated in Finland in the early 1930s as a training method for cross-country skiers .,financialphrasebank
